network,b,r,delta,avg_time_all,time_AA,time_AB,time_BA,time_BB,avg_game_fix,avg_const_fix,game_fix_C,game_fix_D,const_fix_M,const_fix_R
ring,1.0,0.5,0.2,68.73664,199.64406779661016,168.01432291666663,167.91974522292995,53.87371418074945,39.44816,40.98392,159.92623941958888,30.912618864045232,162.15876777251185,32.209763212079615
ring,2.0,0.5,0.01,76.33976,203.5090909090909,178.18124436429213,172.87417840375588,53.851507439310886,44.45848,44.3652,170.0319934372436,30.88928286499424,165.8868085106383,31.756997792494477
ring,2.0,0.5,0.02,76.28696,201.73214285714286,178.17250922509226,172.5651358950328,54.090749242942266,44.32744,44.52968,170.14966555183946,31.015038924274595,165.88888888888889,31.890999028354386
ring,2.0,0.5,0.2,69.92152,197.1012658227848,175.0205078125,172.69300518134716,51.37957647058823,40.42688,40.92872,166.3408884859474,28.24094059840309,166.1057579318449,31.784101639625717
ring,3.0,0.5,0.01,76.23896,205.6216216216216,177.78366247755838,172.0168067226891,53.692865542924345,44.40304,44.30128,170.07918367346937,30.748647450110866,165.2072758037225,31.674412440360488
ring,3.0,0.5,0.02,76.31512,203.57522123893804,177.91485507246378,173.2232558139535,53.71297021943574,44.28848,44.49608,170.2670501232539,30.70025702384118,166.56060606060606,31.676714992927863
ring,3.0,0.5,0.2,71.33608,223.1881188118812,172.61217681401172,170.862893081761,50.58731379144641,41.78872,41.08256,164.86461538461538,27.503125,164.12611607142858,31.58178214408824
bipartite,1.0,0.5,0.01,42.55416,105.08888888888887,88.07490974729242,86.97486535008979,32.19395367098547,25.8316,26.00976,84.65108514190317,19.596797027074853,83.67358803986711,19.863580028328613
bipartite,1.0,0.5,0.02,42.5188,103.02222222222223,87.57291666666669,86.99538745387454,32.661441090555016,25.67016,26.04584,84.3307155322862,19.749339439844988,83.92844974446338,20.0460003531697
bipartite,1.0,0.5,0.2,38.49856,110.58823529411765,87.12820512820512,87.01631701631702,32.1135418549991,22.53928,24.52152,84.1258620689655,19.54261744966443,83.57062780269058,19.983976567884216
bipartite,2.0,0.5,0.01,42.55416,105.08888888888887,88.07490974729242,86.97486535008979,32.19395367098547,25.8316,26.00976,84.65108514190317,19.596797027074853,83.67358803986711,19.863580028328613
bipartite,2.0,0.5,0.02,42.52432,102.81111111111112,87.6657196969697,87.03690036900369,32.65608568646543,25.69232,26.03776,84.40314136125654,19.766425929187953,83.94378194207836,20.035493554653012
bipartite,2.0,0.5,0.2,38.71176,104.32352941176471,87.5874363327674,87.25258323765786,32.05197165182628,22.75088,24.58744,84.65810593900481,19.50357834469984,83.22651933701657,20.010608020698577
bipartite,3.0,0.5,0.01,42.55416,105.08888888888887,88.07490974729242,86.97486535008979,32.19395367098547,25.8316,26.00976,84.65108514190317,19.596797027074853,83.67358803986711,19.863580028328613
bipartite,3.0,0.5,0.02,42.47032,102.04494382022472,87.53941120607787,87.10506912442395,32.62036406113112,25.61856,26.03968,84.24693520140104,19.723718964606444,83.99659284497443,20.03213844252163
bipartite,3.0,0.5,0.2,38.75656,108.15384615384616,87.86863711001642,87.58079625292741,31.99972722313148,22.8176,24.50224,84.33487654320987,19.454184947688155,84.31802911534155,19.90023261824761
complete,1.0,0.5,0.01,41.05336,108.25714285714285,81.54793233082707,86.18262411347517,31.1495638537685,24.76752,25.40328,78.88793840889649,19.18400847233254,83.14274128142742,19.08458329635218
complete,1.0,0.5,0.02,40.99128,108.27522935779817,82.84527220630372,85.47662694775435,31.26840924607432,24.76232,25.31144,79.83910034602076,19.149770803949224,82.26333333333334,19.26345132743363
complete,1.0,0.5,0.2,36.7652,104.0,79.97619047619048,81.14835787089467,31.233992805755395,21.3244,23.84528,76.25553319919517,19.049904190619014,78.33769063180829,19.526161284752202
complete,2.0,0.5,0.01,40.9532,108.46666666666665,81.52857142857142,86.00088183421516,31.083733228870827,24.73128,25.32528,79.13679653679654,19.19241956809167,82.86682808716706,18.994227866086494
complete,2.0,0.5,0.02,40.88088,108.77142857142856,82.86935638808838,85.47671232876712,31.16541573252754,24.6456,25.30456,79.70593368237347,19.088162762022193,82.40416666666667,19.24088495575221
complete,2.0,0.5,0.2,36.54152,95.41176470588235,79.77092511013215,80.20787746170679,30.996485853306904,21.03872,23.88608,76.29918032786885,18.793706293706293,76.97573839662448,19.529345567867036
complete,3.0,0.5,0.01,40.96944,107.16513761467888,82.01242829827916,86.04063604240281,31.063742289239205,24.74344,25.33456,79.38181818181818,19.18087263111503,82.85979049153909,18.99396038724576
complete,3.0,0.5,0.02,40.89488,108.91588785046729,82.66305418719212,85.7676120768527,31.296548371414683,24.58392,25.37192,80.05971479500892,19.113376691861486,82.83916666666667,19.26920353982301
complete,3.0,0.5,0.2,36.39024,101.3125,80.62946428571429,80.21995464852608,30.953492548033758,21.01176,23.77864,78.08333333333333,18.73269550748752,77.30306345733041,19.55618850336613
custom,1.0,0.5,0.01,17.3308,30.73780487804878,26.93779342723005,24.929465301478952,13.412743972445465,11.61064,10.52384,25.493602362204726,8.915743217424533,22.66347075743049,8.092183599001345
custom,1.0,0.5,0.02,17.27824,30.659442724458206,27.173939393939396,24.92543352601156,13.42696373763783,11.56728,10.50296,25.73542828180436,8.911845730027549,22.519240136385775,8.141571743084139
custom,1.0,0.5,0.2,16.73256,33.49545454545454,26.580146460537023,24.44301470588235,13.720140142265633,10.96616,10.54208,25.43064182194617,9.069586462763551,22.682505399568033,8.430503380916605
custom,2.0,0.5,0.01,17.30456,30.61890243902439,26.855371900826444,24.98629354654483,13.408960696688439,11.57176,10.53416,25.384272997032642,8.906279824393968,22.726791726791728,8.101717685442855
custom,2.0,0.5,0.02,17.27624,30.574468085106382,27.15124016938899,24.847800925925927,13.432992036405006,11.56496,10.5068,25.65388496468214,8.910058946567789,22.46864365580943,8.150627214401991
custom,2.0,0.5,0.2,16.66072,33.50704225352113,26.85075885328837,23.901818181818182,13.738122949952386,10.9052,10.50104,25.605432451751252,9.052607873164579,22.24906065485776,8.44345210115634
custom,3.0,0.5,0.01,17.29176,30.655384615384616,26.868002357100764,24.969054441260745,13.399519065613191,11.57592,10.51536,25.41740850642928,8.90484825348349,22.70628019323672,8.09587727708533
custom,3.0,0.5,0.02,17.284,30.577639751552795,27.09739866908651,24.80115942028986,13.480681818181818,11.5628,10.50824,25.618227848101267,8.925320665083136,22.476795310210065,8.16445039701521
custom,3.0,0.5,0.2,16.66488,32.386792452830186,27.07665805340224,24.2790973871734,13.673938367044371,10.89344,10.53896,25.76911871813547,9.057877235553159,22.49208860759494,8.401735194266315
