network,b,r,delta,avg_time_all,time_AA,time_AB,time_BA,time_BB,avg_game_fix,avg_const_fix,game_fix_C,game_fix_D,const_fix_M,const_fix_R
bipartite,2.0,3.0,0.02,44.12864,112.07333333333334,85.27475728155339,89.7822931785196,32.51297525648763,26.15992,27.6036,82.40338983050847,20.29708480565371,86.67277486910996,19.377415238789645
bipartite,2.0,3.0,0.2,43.71744,105.7883211678832,85.5590062111801,79.94438614900315,29.053209178583305,22.87448,30.48928,83.6983870967742,19.70016835016835,76.94726301735648,15.844065656565656
bipartite,3.0,1.0,0.01,43.46896,111.45528455284553,86.06407942238268,89.08688245315163,32.66032689450223,26.40568,26.5536,82.90820471161658,20.233472357795723,86.0400925212028,19.666696420601625
bipartite,3.0,1.0,0.02,43.29096,115.67796610169492,85.16730038022814,88.78187919463087,32.7542907871375,26.08968,26.62456,82.81367521367521,20.232038834951457,85.78625954198473,19.69857015192136
bipartite,3.0,1.0,0.2,40.75848,112.44776119402988,85.27986348122867,87.97741935483872,32.32591684736495,22.72304,27.06168,80.8698315467075,19.51802144002701,85.42081101759756,20.24711873492361
bipartite,3.0,1.1,0.01,43.43456,114.71311475409836,85.63520871143376,88.31107354184277,32.70534033488556,26.3952,26.50048,82.88071895424837,20.26374600922313,85.32796934865901,19.642965609647163
bipartite,3.0,1.1,0.02,43.26152,117.2222222222222,85.02596153846154,88.02069536423842,32.78717316230883,26.06904,26.59616,83.00432152117546,20.261571012959536,85.19698113207546,19.647964205816557
bipartite,3.0,1.1,0.2,41.07736,110.12162162162164,83.95384615384616,88.83257229832573,32.24840885342453,22.84632,27.39608,80.03490136570561,19.663541930580188,85.94308357348703,20.08297336213103
bipartite,3.0,1.2,0.01,43.43152,116.22950819672133,85.87829246139873,88.25378151260504,32.630117973629424,26.43808,26.49032,83.20523303352412,20.28163518666312,85.1814024390244,19.60770468358956
bipartite,3.0,1.2,0.02,43.1984,119.52459016393442,84.7367405978785,88.47880299251871,32.657920694417044,26.07072,26.57976,82.61345987920622,20.2923022661141,85.9622641509434,19.538881431767336
bipartite,3.0,1.2,0.2,40.53872,115.825,83.22182468694096,87.56090225563909,31.76251068274617,22.49112,27.028,80.70109546165884,19.355113396846807,85.10283687943263,19.64427412082957
bipartite,3.0,3.0,0.01,44.13064,116.68243243243244,85.93693693693693,87.75214341387374,32.77316999698765,26.62696,27.24192,83.16693163751987,20.3000355808575,84.72746331236897,19.81019062245912
bipartite,3.0,3.0,0.02,44.10016,111.60666666666664,85.25461613216714,89.56145454545455,32.5394128292781,26.19608,27.54512,82.31382527565734,20.351824043812385,86.45704918032787,19.359179954441917
bipartite,3.0,3.0,0.2,43.5584,105.54545454545456,85.92927308447939,80.03984485190409,28.794968414052978,22.87304,30.21648,83.3213728549142,19.605700311999325,77.27324797843666,15.564309693663452
complete,1.0,1.0,0.01,41.48512,109.9758064516129,82.93119266055047,84.66519043401239,31.401496504873485,25.46848,25.28392,80.2331136738056,19.577618288144603,81.46767757382283,19.024628789899527
complete,1.0,1.0,0.02,41.6964,108.47058823529412,84.14450867052022,85.1015761821366,31.738947162042937,25.62728,25.4108,80.76577355229041,20.00308560345588,81.53370340999207,19.113889136044133
complete,1.0,1.0,0.2,38.3528,107.91111111111113,78.74017467248909,83.6948051948052,31.154575011611705,21.48168,25.52512,76.23260437375745,19.186129865799785,81.31323414252154,19.177314443553417
complete,1.0,1.1,0.01,41.50136,109.888,82.89204025617566,84.87190812720848,31.36502463054187,25.44872,25.31688,80.0656814449918,19.552295692253143,81.60938743038982,19.02321444454327
complete,1.0,1.1,0.02,41.83128,108.35833333333332,84.30057251908397,85.92268041237114,31.621459480723843,25.67744,25.52576,80.6318493150685,20.01323685139428,82.11993769470405,19.046897289586305
complete,1.0,1.1,0.2,38.64856,109.91489361702128,78.80803571428571,84.86156225831398,31.078136669156084,21.60264,25.75704,76.2,19.35143690129113,82.20671641791044,18.97903225806452
complete,1.0,1.2,0.01,41.56208,109.09302325581396,83.04967801287948,85.34608695652175,31.283797118610615,25.44792,25.41944,80.0032894736842,19.568858560794045,82.06176700547303,18.963194011228943
complete,1.0,1.2,0.02,41.7976,107.72131147540983,84.09922178988329,85.6527659574468,31.66899262899263,25.51744,25.6124,80.45217391304348,19.95136563876652,81.81881264456437,19.105239667946087
complete,1.0,1.2,0.2,39.03928,111.82692307692308,79.69703872437357,84.86457590876692,30.937582500471432,21.40072,26.52568,75.68635437881873,19.18119743525689,82.0,19.21783612494341
complete,1.0,3.0,0.01,41.73944,109.23529411764706,82.73908826382153,85.3437751004016,31.25793021411578,25.28848,25.78896,80.31705227077978,19.621988882025946,82.15496017378712,18.78820037773181
complete,1.0,3.0,0.02,42.07272,104.5985915492958,83.26813880126183,86.19413919413921,31.289882493527188,24.99832,26.482,79.967978042086,19.731217673358465,82.87259455872595,18.75156918038752
complete,1.0,3.0,0.2,41.15216,100.53691275167785,75.8905109489051,76.65451327433628,27.6118486012068,21.41432,28.99264,75.97321428571429,18.855443886097152,73.82649630127774,14.995591014066765
complete,2.0,1.0,0.01,41.48696,109.1968503937008,82.90656799259945,84.4991103202847,31.483084185680564,25.51944,25.25024,80.18294701986756,19.67162592986185,81.22302158273381,19.02551337896702
complete,2.0,1.0,0.02,41.67024,108.37606837606836,85.18029556650248,85.05008635578584,31.66033300685602,25.59528,25.39984,81.70406360424029,20.008092892329344,81.20705882352941,19.060935412026726
complete,2.0,1.0,0.2,37.91072,106.35714285714286,79.09859154929578,84.35597381342063,30.77132284921369,21.05696,25.4648,75.66239316239316,18.933011968085108,82.02689873417721,19.10181559273763
complete,2.0,1.1,0.01,41.49128,109.4920634920635,82.86605504587156,84.7127659574468,31.406557699881844,25.5212,25.2432,80.02878289473684,19.64728819567529,81.35885167464114,18.985950560199186
complete,2.0,1.1,0.02,41.78536,108.11570247933884,85.17635658914728,85.38798283261802,31.61029267334512,25.67848,25.4496,81.37814397224632,20.018683352427956,81.45101088646967,19.027465667915106
complete,2.0,1.1,0.2,38.54824,98.52173913043478,80.45622119815668,83.61773700305811,31.089525765496635,21.36904,25.81424,76.14166666666667,19.18178036605657,80.87370753323486,19.125695316705546
complete,2.0,1.2,0.01,41.56544,109.46456692913384,82.79522497704316,85.18489583333331,31.323430714567703,25.48496,25.3716,79.76726973684211,19.635324353066288,81.89913995308835,18.92843775064611
complete,2.0,1.2,0.02,41.82744,108.37190082644628,84.76915520628684,85.73185311699402,31.701962708537785,25.56256,25.56944,81.05092186128182,19.99955989789631,81.67105263157895,19.102337615988574
complete,2.0,1.2,0.2,38.9992,92.12244897959184,78.21379310344828,84.92478510028653,31.11092278719397,21.33872,26.50368,74.18181818181819,19.210219707057256,81.62975778546713,19.29814563545907
complete,2.0,3.0,0.01,41.766,109.3925925925926,82.66602129719264,85.41746794871794,31.26854422848076,25.29552,25.80352,80.19520547945206,19.636957289092837,82.3116413593637,18.773679949626697
complete,2.0,3.0,0.02,41.97704,104.86111111111111,83.86864406779661,85.47653958944282,31.235171178343958,25.08344,26.33912,80.55055147058823,19.79530318962496,82.37135278514589,18.65201965065502
complete,2.0,3.0,0.2,41.43664,103.17931034482758,76.85175879396985,76.92906815020862,27.65796718423081,21.18584,29.53448,76.6390423572744,18.667558752195365,74.27077126779213,15.276822449625488
complete,3.0,1.0,0.01,41.54968,107.45967741935485,83.26315789473684,84.97066666666667,31.498819826907948,25.57616,25.26104,80.2377796188898,19.733905959443906,81.46357085668535,19.02186472313572
complete,3.0,1.0,0.02,41.68216,107.17241379310346,84.47916666666669,85.23010380622837,31.791976516634048,25.56976,25.4252,81.01601423487544,20.09142053445851,81.56761006289308,19.064926968293552
complete,3.0,1.0,0.2,37.99408,97.54545454545456,79.02682926829269,84.44617912900577,30.978114322652143,20.94624,25.56816,74.84581497797357,18.914826498422716,82.22045995241872,19.21185158821959
complete,3.0,1.1,0.01,41.54136,107.392,83.12959558823529,85.10540301151462,31.434731246308324,25.54056,25.2716,79.92745259686727,19.69566758217418,81.55741626794259,18.99537613373644
complete,3.0,1.1,0.02,41.84368,107.95689655172416,84.7190900098912,85.79378774805868,31.861856275700017,25.632,25.52176,81.15794143744455,20.129693132858524,82.05254901960784,19.10066815144766
complete,3.0,1.1,0.2,38.1624,96.28,78.17370892018779,84.2891472868217,30.76029439165269,20.95192,25.76936,74.26470588235294,18.8414005322688,81.92164179104478,19.02706093189964
complete,3.0,1.2,0.01,41.57976,106.984126984127,83.3539741219963,85.78378378378378,31.314342040413997,25.52184,25.35184,80.03062913907284,19.690577399929158,82.12568735271013,18.914402779014875
complete,3.0,1.2,0.02,41.83824,107.23931623931624,84.01581027667984,85.76909871244635,31.89163237311385,25.51256,25.60704,80.45261293179806,20.05769061648052,81.92121684867395,19.171420930647173
complete,3.0,1.2,0.2,38.47728,91.31111111111112,78.41037735849056,84.43509789702684,30.714889222681187,20.96768,26.21128,74.53091684434968,18.8796442523481,81.40589887640449,19.11511375947996
complete,3.0,3.0,0.01,41.79456,108.52272727272728,82.89092664092664,85.98317307692308,31.230166600555336,25.2876,25.822,80.29537671232876,19.61789622308507,82.88985507246377,18.7398381294964
complete,3.0,3.0,0.02,41.9768,106.04347826086958,84.22669491525424,85.88937728937731,31.167512185417287,25.09992,26.30608,81.08133086876155,19.794972849886143,82.6919494344644,18.599618077657546
complete,3.0,3.0,0.2,41.2244,101.29861111111111,78.30446194225722,76.65890125173853,27.52093636663369,20.89832,29.69136,77.47809523809524,18.41778705636743,74.35761589403974,15.462236286919833
custom,1.0,1.0,0.01,17.5152,32.36871508379888,26.6081319976429,24.4477866061294,13.718875964528388,11.99016,10.45536,25.70316301703163,9.29219722355194,22.449528301886797,8.00568400770713
custom,1.0,1.0,0.02,17.42368,31.810734463276837,26.524433849821214,24.383832673827023,13.667318082538223,11.9156,10.43728,25.44045275590551,9.290217806648837,22.422515308525668,7.985255854293149
custom,1.0,1.0,0.2,16.69944,32.80172413793103,26.94789081885856,24.40508382909681,13.401520086862106,11.042,10.39656,25.759888965995835,9.124242698254816,22.471888515136957,7.9847394183702844
custom,1.0,1.1,0.01,17.50096,32.4874651810585,26.53191489361702,24.42937853107345,13.70745477589584,11.96832,10.45704,25.65529010238908,9.281749449708109,22.43165805542508,7.998842927393694
custom,1.0,1.1,0.02,17.41328,31.81586402266289,26.52315914489311,24.39154929577465,13.636625230202576,11.90584,10.44,25.432989690721648,9.272292841441269,22.405545112781954,7.985055919784034
custom,1.0,1.1,0.2,16.68192,33.31578947368421,26.78326359832636,24.238624338624337,13.359293193717278,11.03184,10.41456,25.88280166435506,9.09522517634292,22.43425362657932,7.935925890186239
custom,1.0,1.2,0.01,17.50656,32.601108033241,26.54078014184397,24.423250564334086,13.703515850144091,11.97552,10.4576,25.665367754505603,9.285249353881497,22.43975621190811,7.99228320632777
custom,1.0,1.2,0.02,17.4448,31.856338028169013,26.567342073897496,24.478407178911947,13.648779364348226,11.92096,10.46976,25.465322183964584,9.290245533581732,22.43732460243218,8.000482532329666
custom,1.0,1.2,0.2,16.67296,33.42460317460318,26.724686192468617,24.29229177444387,13.278070175438597,10.97384,10.45504,25.767795438838977,9.037094001628518,22.50434782608696,7.902666020358702
custom,1.0,3.0,0.01,17.47776,32.70844686648501,26.63755199049317,24.32546652030735,13.597125637459431,11.89432,10.53144,25.63414634146341,9.198947368421052,22.512562814070357,7.987877024536902
custom,1.0,3.0,0.02,17.3524,32.41081081081081,26.42210144927536,23.95444685466377,13.555735805330244,11.77584,10.55336,25.361796643632776,9.147890013366432,22.248870822041557,8.035971223021583
custom,1.0,3.0,0.2,17.25968,32.195467422096314,26.75043630017452,24.442337461300312,13.136034216466674,11.24176,10.97712,25.91060707138092,9.242977911098992,22.58563159686755,7.411900031370909
custom,2.0,1.0,0.01,17.5024,32.51246537396122,26.657599053814312,24.428814520703348,13.68992515831894,11.98136,10.44472,25.76803118908382,9.27364088820827,22.459510357815443,7.985254433307633
custom,2.0,1.0,0.02,17.41064,32.38461538461539,26.63761194029851,24.334654586636464,13.628043178686267,11.8948,10.44832,25.65251727541954,9.233626121825472,22.422295701464336,8.006934412019648
custom,2.0,1.0,0.2,16.702,32.42063492063492,26.85543199315654,24.49891657638136,13.428571428571429,11.02696,10.44224,25.900070372976774,9.11932484881307,22.542421353670164,8.001730436454528
custom,2.0,1.1,0.01,17.50264,32.5,26.666469194312796,24.44199207696661,13.68374985604054,11.9792,10.45064,25.75609756097561,9.276555023923445,22.44903710662283,7.98756146948221
custom,2.0,1.1,0.02,17.40088,32.30681818181818,26.654719235364396,24.28999434708875,13.618609994256175,11.87976,10.44632,25.643632773938798,9.217395455413405,22.430457331447435,7.9973022449176225
custom,2.0,1.1,0.2,16.64976,32.190661478599225,26.81468830059778,24.21413390010627,13.370837867247008,10.96536,10.44472,25.808823529411764,9.050939306358382,22.35250116877045,7.986391274973458
custom,2.0,1.2,0.01,17.50776,32.5,26.66469544648137,24.442558007923036,13.686866359447004,11.99,10.44584,25.75596687773989,9.28477074758304,22.446688586190703,7.982258220036639
custom,2.0,1.2,0.02,17.4012,32.27683615819209,26.72482014388489,24.28523111612176,13.606387867647058,11.86848,10.46264,25.687438180019782,9.201756060316855,22.4328007518797,8.006748939452372
custom,2.0,1.2,0.2,16.67992,32.48148148148148,26.64721254355401,24.39520333680917,13.350938454823222,10.96968,10.51912,25.70521861777151,9.084190579317813,22.57998171846435,7.960046547711404
custom,2.0,3.0,0.01,17.47336,32.50806451612903,26.612232779097383,24.421926910299003,13.59145635563788,11.90008,10.524,25.582684824902724,9.206530065109154,22.556014692378326,7.985177291222631
custom,2.0,3.0,0.02,17.3868,32.73118279569893,26.46966019417476,24.0722761596548,13.552863436123348,11.74944,10.60864,25.43069306930693,9.112404580152672,22.451482479784367,8.042729219388749
custom,2.0,3.0,0.2,17.09656,31.154574132492115,27.02298850574713,24.269080996884732,13.076968411126828,11.10168,10.88656,25.87223756906077,9.166485703944987,22.49774696707106,7.402600104004161
custom,3.0,1.0,0.01,17.50216,32.45303867403315,26.69935026580036,24.410169491525423,13.673890489913544,11.972,10.46232,25.769829683698298,9.257348013403542,22.400562851782368,8.007426697530864
custom,3.0,1.0,0.02,17.37424,32.645348837209305,26.759014423076923,24.04977375565611,13.629183860614395,11.89696,10.4048,25.81324701195219,9.23360655737705,22.240056818181817,7.998556026184058
custom,3.0,1.0,0.2,16.59632,32.3155737704918,26.837745516652436,24.25900423728813,13.302272480156573,10.87632,10.4812,25.743462897526506,8.97852954442941,22.405722326454036,8.029128086419753
custom,3.0,1.1,0.01,17.50768,32.45303867403315,26.720188902007084,24.431638418079096,13.671893013603874,11.97704,10.46168,25.768482490272373,9.26206434316354,22.415572232645403,8.003568672839506
custom,3.0,1.1,0.02,17.35928,32.566473988439306,26.749099639855935,24.036240090600227,13.610525108919973,11.8888,10.392,25.79771371769384,9.220537757437071,22.23342803030303,7.984501347708895
custom,3.0,1.1,0.2,16.62576,32.684,27.01455479452055,24.0390625,13.309648548351888,10.9176,10.46104,25.99576868829337,8.988269265475546,22.29032258064516,7.976089060987414
custom,3.0,1.2,0.01,17.49552,32.48476454293629,26.70459905660377,24.45618993781797,13.651487203135806,11.9712,10.448,25.77102576567817,9.252992435124009,22.44319248826291,7.984185149469624
custom,3.0,1.2,0.02,17.37488,32.570605187319885,26.83764281419122,24.09859154929577,13.594721744119337,11.86176,10.43016,25.815422885572143,9.188083889418492,22.341187558906693,7.994700327616112
custom,3.0,1.2,0.2,16.67608,33.44776119402985,26.783091374893253,24.226578411405296,13.250851929207432,10.93392,10.54872,25.89367616400278,8.987704547509267,22.48566308243728,7.953934553954032
custom,3.0,3.0,0.01,17.44984,32.516216216216215,26.656751933372988,24.388520971302427,13.556790552275096,11.88088,10.52376,25.623110677718188,9.18346253229974,22.512832263978,7.988369839116108
custom,3.0,3.0,0.02,17.37616,32.81267217630854,26.48586891160553,24.02154011847065,13.535685273296972,11.766,10.5672,25.46791707798618,9.115619629558909,22.38828828828829,8.014396887159533
custom,3.0,3.0,0.2,17.0796,31.900641025641026,27.641427328111405,24.318918918918914,12.87679015268079,10.98192,10.97016,26.453798767967147,8.934233173294682,22.54686423156444,7.4698895603250675
ring,1.0,0.5,0.01,76.37992,206.21698113207546,177.82600732600733,172.32176360225142,54.221277842907384,44.33984,44.3716,169.92320534223705,31.028136612988856,165.669795221843,31.822033898305083
ring,1.0,0.5,0.02,75.97864,210.43269230769232,175.58806818181822,173.15055762081784,54.181313328137186,43.82504,44.64392,169.0784482758621,31.012522045855384,166.81101694915253,31.909187279151944
