node,degree,closeness,betweenness,clustering,theta_diff,theta2,bc_single,network
34,9,0.47572815533980584,0.09296204669291404,0.05555555555555555,4.8455854289676665,-33.300494843596766,6.872336755125852,ER N=50 p=0.1 (G1)
35,5,0.4049586776859504,0.08942102634704675,0.1,2.8950807439448667,-19.056967834302128,6.582534139733494,ER N=50 p=0.1 (G1)
36,3,0.33793103448275863,0.010452097505668933,0.0,1.8073194639435162,-11.763159725110388,6.508622277238984,ER N=50 p=0.1 (G1)
37,5,0.4016393442622951,0.028405140777589755,0.0,2.757739598447124,-18.973038862863678,6.879924004988487,ER N=50 p=0.1 (G1)
38,6,0.4336283185840708,0.031686980347694634,0.26666666666666666,3.249928643165063,-22.530940390706448,6.932749258384904,ER N=50 p=0.1 (G1)
39,3,0.3828125,0.0010959939531368101,0.6666666666666666,1.6374601354166423,-11.432442151190166,6.981814032548186,ER N=50 p=0.1 (G1)
40,3,0.35766423357664234,0.010664237736941815,0.0,1.762969683002197,-11.771132160549818,6.676877245276571,ER N=50 p=0.1 (G1)
41,4,0.4083333333333333,0.01553890176339156,0.0,2.2159994029753367,-15.33102547851804,6.9183346610715075,ER N=50 p=0.1 (G1)
42,4,0.3951612903225806,0.009003829220665957,0.16666666666666666,2.1939119036029044,-15.241932803790744,6.9473768653882635,ER N=50 p=0.1 (G1)
43,6,0.4117647058823529,0.023595291707536607,0.2,3.2430193144264194,-22.579367649794573,6.962452412587034,ER N=50 p=0.1 (G1)
44,6,0.4188034188034188,0.033077519844101476,0.06666666666666667,3.3348756668604835,-22.865199847397427,6.856387503322776,ER N=50 p=0.1 (G1)
45,12,0.5212765957446809,0.1510869787336624,0.09090909090909091,6.174536484097445,-43.29417809309342,7.011729253620548,ER N=50 p=0.1 (G1)
46,6,0.4260869565217391,0.03345585820075616,0.13333333333333333,3.2560817134423914,-22.513852186228846,6.91440024164098,ER N=50 p=0.1 (G1)
47,3,0.3712121212121212,0.006882166161502897,0.3333333333333333,1.68746877518225,-11.564428211178587,6.853121302899134,ER N=50 p=0.1 (G1)
48,7,0.4336283185840708,0.050300644178195186,0.09523809523809523,3.8212120995317136,-26.32579256501927,6.889382708760258,ER N=50 p=0.1 (G1)
49,4,0.3828125,0.04590285470387512,0.0,2.3880350740818024,-15.385792778807486,6.4428671696638755,ER N=50 p=0.1 (G1)
0,4,0.392,0.016933719736090685,0.0,3.051630162928694,-14.826113430610082,4.858424068131915,BA N=50 m=2 (G1)
1,10,0.47572815533980584,0.16603665275634064,0.08888888888888889,7.1136925923980385,-34.1276714124585,4.7974622137775,BA N=50 m=2 (G1)
2,8,0.4803921568627451,0.09267971077319818,0.14285714285714285,5.6473307718698464,-27.53693990981038,4.876098288234819,BA N=50 m=2 (G1)
3,18,0.5568181818181818,0.37653372135289914,0.0718954248366013,11.657454286309196,-56.546351627141235,4.850660379046107,BA N=50 m=2 (G1)
4,11,0.5268817204301075,0.22599141027262282,0.10909090909090909,7.690932025267692,-37.157272085918805,4.831309386670272,BA N=50 m=2 (G1)
5,7,0.4666666666666667,0.1101815744335252,0.047619047619047616,5.138558860378524,-24.77600066448405,4.821585455704787,BA N=50 m=2 (G1)
6,7,0.4083333333333333,0.07643470447341995,0.0,5.422407153179751,-25.484282841389692,4.699809903881059,BA N=50 m=2 (G1)
7,7,0.4016393442622951,0.06843959445249961,0.047619047619047616,5.36872650524009,-25.32126001267197,4.71643694048438,BA N=50 m=2 (G1)
8,4,0.4083333333333333,0.030893666990605768,0.3333333333333333,2.9801123545432944,-14.1113965831422,4.735189450702703,BA N=50 m=2 (G1)
9,4,0.3769230769230769,0.016519286285942944,0.16666666666666666,3.0437214384502873,-14.405195245784583,4.732757427735896,BA N=50 m=2 (G1)
10,4,0.362962962962963,0.024999079718467473,0.0,3.2456918304552236,-15.15325053105828,4.668727446293928,BA N=50 m=2 (G1)
11,2,0.37404580152671757,0.0,1.0,1.3650368330063083,-6.953566550181179,5.094050491565779,BA N=50 m=2 (G1)
12,9,0.44144144144144143,0.1603501158760762,0.05555555555555555,6.847390915374305,-32.24241343574009,4.70871516380741,BA N=50 m=2 (G1)
13,2,0.3951612903225806,0.010923864495293064,0.0,1.4263336621344802,-7.117886012720202,4.990337255357506,BA N=50 m=2 (G1)
14,6,0.3951612903225806,0.08412027509416463,0.13333333333333333,4.725709117019452,-22.03577266309636,4.6629557845055265,BA N=50 m=2 (G1)
15,4,0.4083333333333333,0.020956160241874525,0.3333333333333333,2.9346962391943308,-14.026357235946302,4.779492013046294,BA N=50 m=2 (G1)
