g1,g2,panel,iC,iM,bc_single,bc_two,b_over_c,t,mean_R_all,n_R_all,mean_R_coop,n_R_coop,mean_R_def,n_R_def,rho_C
28,37,top,0,0,10.720143669560017,2.650272159296277,3.975408238944415,200,,0,,0,,0,0.072754
28,37,bot_i,0,1,10.720143669560017,10.225173426977573,3.975408238944415,1,-0.15854148064268472,347219,-0.16754267962331976,29329,-0.1577110167563241,317890,0.070108
28,37,bot_i,0,1,10.720143669560017,10.225173426977573,3.975408238944415,2,-0.10737169473134932,251411,-0.10335641417770022,25370,-0.10782235486666145,226041,0.070108
28,37,bot_i,0,1,10.720143669560017,10.225173426977573,3.975408238944415,3,-0.052524069162944734,188974,-0.027939159960525088,22436,-0.05583614822513221,166538,0.070108
28,37,bot_i,0,1,10.720143669560017,10.225173426977573,3.975408238944415,5,0.04778583242671805,115221,0.10233049088731255,18449,0.03738722121745102,96772,0.070108
28,37,bot_i,0,1,10.720143669560017,10.225173426977573,3.975408238944415,7,0.12698551640679454,76194,0.18433403076390475,15706,0.11209469894729106,60488,0.070108
28,37,bot_i,0,1,10.720143669560017,10.225173426977573,3.975408238944415,10,0.19279251157888808,45617,0.23425472091234184,12494,0.1771529607105333,33123,0.070108
28,37,bot_i,0,1,10.720143669560017,10.225173426977573,3.975408238944415,15,0.22374310024456567,22698,0.24220841443417876,8284,0.21313073291093187,14414,0.070108
28,37,bot_i,0,1,10.720143669560017,10.225173426977573,3.975408238944415,20,0.19830095003827053,12563,0.20572776726813868,5301,0.19287963936139216,7262,0.070108
28,37,bot_i,0,1,10.720143669560017,10.225173426977573,3.975408238944415,30,0.1435870141676024,4136,0.12770852854763076,1954,0.157806336303911,2182,0.070108
28,37,bot_i,0,1,10.720143669560017,10.225173426977573,3.975408238944415,50,0.06041580841891922,545,0.060203275689566696,268,0.060621435752733335,277,0.070108
28,37,bot_i,0,1,10.720143669560017,10.225173426977573,3.975408238944415,75,-0.054236726148130895,32,0.10850560286805626,14,-0.1808140931607209,18,0.070108
28,37,bot_i,0,1,10.720143669560017,10.225173426977573,3.975408238944415,100,-0.14907119849998599,3,-0.4472135954999579,1,0.0,2,0.070108
28,37,bot_i,0,1,10.720143669560017,10.225173426977573,3.975408238944415,150,,0,,0,,0,0.070108
28,37,bot_i,0,1,10.720143669560017,10.225173426977573,3.975408238944415,200,,0,,0,,0,0.070108
28,37,bot_ii,0,1,10.720143669560017,10.225173426977573,15.33776014046636,1,-0.15871324169024864,347880,-0.1652208575829269,30194,-0.15809473488102466,317686,0.072026
28,37,bot_ii,0,1,10.720143669560017,10.225173426977573,15.33776014046636,2,-0.1085979552358707,252113,-0.10214987141638023,26018,-0.1093399718431125,226095,0.072026
28,37,bot_ii,0,1,10.720143669560017,10.225173426977573,15.33776014046636,3,-0.05463061913391178,189304,-0.02708465231272613,23103,-0.05845968437096815,166201,0.072026
28,37,bot_ii,0,1,10.720143669560017,10.225173426977573,15.33776014046636,5,0.046340396758895834,115870,0.10513660388508643,19005,0.034804528112465066,96865,0.072026
28,37,bot_ii,0,1,10.720143669560017,10.225173426977573,15.33776014046636,7,0.12488590711572294,76532,0.18279577963845617,16217,0.1093155779654465,60315,0.072026
28,37,bot_ii,0,1,10.720143669560017,10.225173426977573,15.33776014046636,10,0.19324304443570448,45766,0.23035706866095618,12874,0.17871653501468424,32892,0.072026
28,37,bot_ii,0,1,10.720143669560017,10.225173426977573,15.33776014046636,15,0.22265089782174063,22674,0.24218366676110092,8531,0.21086881114834058,14143,0.072026
28,37,bot_ii,0,1,10.720143669560017,10.225173426977573,15.33776014046636,20,0.19609277337790623,12589,0.20803415282452742,5448,0.18698247576900762,7141,0.072026
28,37,bot_ii,0,1,10.720143669560017,10.225173426977573,15.33776014046636,30,0.1258134329673393,4266,0.12045069488509366,2081,0.13092091944292597,2185,0.072026
28,37,bot_ii,0,1,10.720143669560017,10.225173426977573,15.33776014046636,50,0.10657977675711126,487,0.07350029481884063,249,0.1411881423143776,238,0.072026
28,37,bot_ii,0,1,10.720143669560017,10.225173426977573,15.33776014046636,75,-0.014490432064949911,44,-0.07038687567597333,23,0.04672948236617096,21,0.072026
28,37,bot_ii,0,1,10.720143669560017,10.225173426977573,15.33776014046636,100,0.008552783658247687,2,0.3333333333333333,1,-0.31622776601683794,1,0.072026
28,37,bot_ii,0,1,10.720143669560017,10.225173426977573,15.33776014046636,150,,0,,0,,0,0.072026
28,37,bot_ii,0,1,10.720143669560017,10.225173426977573,15.33776014046636,200,,0,,0,,0,0.072026
