g1,g2,panel,iC,iM,bc_single,bc_two,b_over_c,t,mean_R_all,n_R_all,mean_R_coop,n_R_coop,mean_R_def,n_R_def,rho_C
28,14,bot_i,0,1,10.720143669560017,11.430455117332231,2.696149046692171,30,0.14291194042757294,2294,0.1384071609323786,1051,0.1467208891399225,1243,0.06956
28,14,bot_i,0,1,10.720143669560017,11.430455117332231,2.696149046692171,50,0.06484688173378902,229,0.055901806036753134,109,0.0729719921585966,120,0.06956
28,14,bot_i,0,1,10.720143669560017,11.430455117332231,2.696149046692171,75,0.036936111951178234,14,-0.03323579985559362,9,0.1632455532033676,5,0.06956
28,14,bot_i,0,1,10.720143669560017,11.430455117332231,2.696149046692171,100,-0.7071067811865476,1,,0,-0.7071067811865476,1,0.06956
28,14,bot_i,0,1,10.720143669560017,11.430455117332231,2.696149046692171,150,,0,,0,,0,0.06956
28,14,bot_i,0,1,10.720143669560017,11.430455117332231,2.696149046692171,200,,0,,0,,0,0.06956
28,14,bot_ii,0,1,10.720143669560017,11.430455117332231,17.145682675998348,1,-0.1503339418752003,347207,-0.17105749361827727,30241,-0.1483567552741753,316966,0.072682
28,14,bot_ii,0,1,10.720143669560017,11.430455117332231,17.145682675998348,2,-0.10421927154874062,246311,-0.13294873443418484,25513,-0.10089960929362898,220798,0.072682
28,14,bot_ii,0,1,10.720143669560017,11.430455117332231,17.145682675998348,3,-0.060709318069765164,178413,-0.08964866748564142,21767,-0.0566880036490029,156646,0.072682
28,14,bot_ii,0,1,10.720143669560017,11.430455117332231,17.145682675998348,5,0.019087193737471475,100411,-0.0033761837112812523,16440,0.023485115939871574,83971,0.072682
28,14,bot_ii,0,1,10.720143669560017,11.430455117332231,17.145682675998348,7,0.08283048701923043,61412,0.07028362853189894,13029,0.08620921548234149,48383,0.072682
28,14,bot_ii,0,1,10.720143669560017,11.430455117332231,17.145682675998348,10,0.14745829061291266,33282,0.1378865095097217,9398,0.1512246446075268,23884,0.072682
28,14,bot_ii,0,1,10.720143669560017,11.430455117332231,17.145682675998348,15,0.1988794278732581,14925,0.1925856524359513,5618,0.20267855008307903,9307,0.072682
28,14,bot_ii,0,1,10.720143669560017,11.430455117332231,17.145682675998348,20,0.19473374044503808,7605,0.18937575220077565,3289,0.19881678570347008,4316,0.072682
28,14,bot_ii,0,1,10.720143669560017,11.430455117332231,17.145682675998348,30,0.12052959120651364,2326,0.13020979503935284,1076,0.11219687174720563,1250,0.072682
28,14,bot_ii,0,1,10.720143669560017,11.430455117332231,17.145682675998348,50,0.12892456435606497,219,0.04369089931142689,101,0.20187880308071288,118,0.072682
28,14,bot_ii,0,1,10.720143669560017,11.430455117332231,17.145682675998348,75,0.21827531063378353,14,0.22647231516708935,7,0.21007830610047765,7,0.072682
28,14,bot_ii,0,1,10.720143669560017,11.430455117332231,17.145682675998348,100,,0,,0,,0,0.072682
28,14,bot_ii,0,1,10.720143669560017,11.430455117332231,17.145682675998348,150,,0,,0,,0,0.072682
28,14,bot_ii,0,1,10.720143669560017,11.430455117332231,17.145682675998348,200,,0,,0,,0,0.072682
28,37,top,0,0,10.720143669560017,2.650272159296277,3.975408238944415,1,0.8852320408885088,347191,0.838954177314567,30445,0.8896801777443357,316746,0.072754
28,37,top,0,0,10.720143669560017,2.650272159296277,3.975408238944415,2,0.7612577715654243,256718,0.6958390291356645,26808,0.7688857374959287,229910,0.072754
28,37,top,0,0,10.720143669560017,2.650272159296277,3.975408238944415,3,0.6485283566690958,197955,0.5809242287649259,24308,0.657991930131937,173647,0.072754
28,37,top,0,0,10.720143669560017,2.650272159296277,3.975408238944415,5,0.47571503994060843,127069,0.4258890176256012,21009,0.4855848768520244,106060,0.072754
28,37,top,0,0,10.720143669560017,2.650272159296277,3.975408238944415,7,0.3679193104806985,87847,0.3394231491771277,18670,0.37561006508898304,69177,0.072754
28,37,top,0,0,10.720143669560017,2.650272159296277,3.975408238944415,10,0.2752111590019258,54781,0.26885077964327514,15320,0.27768045810163194,39461,0.072754
28,37,top,0,0,10.720143669560017,2.650272159296277,3.975408238944415,15,0.19980174411819224,28007,0.20741394380648262,10364,0.19533012151604467,17643,0.072754
28,37,top,0,0,10.720143669560017,2.650272159296277,3.975408238944415,20,0.15042574015946863,15464,0.15790826651238737,6545,0.14493486282122472,8919,0.072754
28,37,top,0,0,10.720143669560017,2.650272159296277,3.975408238944415,30,0.0941098941941423,5128,0.10602563745045426,2407,0.08356921282040546,2721,0.072754
28,37,top,0,0,10.720143669560017,2.650272159296277,3.975408238944415,50,0.060998450396238725,600,0.10123614892148944,282,0.02531596302478995,318,0.072754
28,37,top,0,0,10.720143669560017,2.650272159296277,3.975408238944415,75,-0.043686914865101324,50,-0.06633053149578723,24,-0.02278511489831434,26,0.072754
28,37,top,0,0,10.720143669560017,2.650272159296277,3.975408238944415,100,-0.254480453838932,3,-0.38172068075839793,2,0.0,1,0.072754
28,37,top,0,0,10.720143669560017,2.650272159296277,3.975408238944415,150,,0,,0,,0,0.072754
